Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Income_Experience_Ratio,Engagement_Score,Promotion_Delay_Ratio,Attrition_Probability,Risk_Category
30,0,2,1240,0,9,3,0,3,1,48,3,2,1,4,1,6347,13982,0,1,19,3,4,0,12,2,1,11,9,4,7,488.2307692307692,3.5,0.3333333333333333,0.1560306029578282,Low Risk
32,1,2,1033,1,9,3,3,1,0,41,3,1,2,1,2,4200,10224,7,0,22,4,1,0,10,2,4,5,4,0,4,381.8181818181818,1.5,0.0,0.7316404316820798,High Risk
45,0,2,1316,1,29,3,3,3,1,83,3,1,6,4,2,3452,9752,5,0,13,3,2,0,9,2,2,6,5,0,3,345.2,3.0,0.0,0.47590385574559624,Medium Risk
38,0,2,364,1,3,5,5,4,0,32,3,2,6,3,2,4317,2302,3,1,20,4,2,0,19,2,3,3,2,2,2,215.85,3.0,0.5,0.6095536401176306,High Risk
30,0,2,438,1,18,3,1,1,0,75,3,1,6,3,2,2632,23910,1,0,14,3,3,0,5,4,2,5,4,0,4,438.6666666666667,2.5,0.0,0.4276666050565656,Medium Risk
32,0,1,689,2,9,2,3,4,1,35,1,2,7,4,0,4668,22812,0,0,17,3,4,3,9,2,4,8,7,0,7,466.8,3.25,0.0,0.03626707169989745,Low Risk
30,0,2,201,1,5,3,5,4,0,84,3,1,6,1,0,3204,10415,5,0,14,3,4,1,8,3,3,3,2,2,2,356.0,3.0,0.5,0.23387454819144515,Low Risk
30,0,2,1427,1,2,1,3,2,1,35,2,1,2,4,2,2720,11162,0,0,13,3,4,0,6,3,3,5,3,1,2,388.57142857142856,3.0,0.16666666666666666,0.34723180306160295,Medium Risk
41,0,1,857,1,10,3,1,4,1,91,2,4,3,1,0,17181,12888,4,0,13,3,2,1,21,2,2,7,6,7,7,780.9545454545455,2.25,0.875,0.06668096118796026,Low Risk
41,0,2,933,1,9,4,1,3,1,94,3,1,2,1,1,2238,6961,2,0,21,4,4,1,7,2,3,5,0,1,4,279.75,2.75,0.16666666666666666,0.3013235412604326,Medium Risk
19,0,2,1181,1,3,1,3,2,0,79,3,1,2,2,2,1483,16102,1,0,14,3,4,0,1,3,3,1,0,0,0,741.5,2.75,0.0,0.5826486300387738,Medium Risk
40,0,1,1395,1,26,3,3,2,0,54,3,2,6,2,0,5605,8504,1,0,11,3,1,1,20,2,3,20,7,2,13,266.9047619047619,2.0,0.09523809523809523,0.17452637247883343,Low Risk
35,0,2,662,2,1,5,2,3,1,94,3,3,7,2,1,7295,11439,1,0,13,3,1,2,10,3,3,10,8,0,6,663.1818181818181,2.25,0.0,0.11585082836808254,Low Risk
53,0,2,1436,2,6,2,2,2,1,34,3,2,8,3,1,2306,16047,2,1,20,4,4,1,13,3,1,7,7,4,5,164.71428571428572,3.0,0.5,0.564787658819365,Medium Risk
45,0,2,194,1,9,3,1,2,1,60,3,2,2,2,0,2348,10901,8,0,18,3,3,1,20,2,1,17,9,0,15,111.80952380952381,2.5,0.0,0.1974422486243185,Low Risk
32,0,1,967,2,8,3,2,2,0,43,3,3,7,4,2,8998,15589,1,0,14,3,4,0,9,2,3,9,8,3,7,899.8,3.25,0.3,0.12685279599741472,Low Risk
29,0,0,1496,1,1,1,5,4,1,41,3,2,4,3,1,4319,26283,1,0,13,3,1,1,10,1,3,10,7,0,9,392.6363636363636,2.75,0.0,0.07289713915713014,Low Risk
51,0,2,1169,1,7,4,3,2,1,34,2,2,4,3,1,6132,13983,2,0,17,3,3,0,10,2,3,1,0,0,0,557.4545454545455,2.5,0.0,0.2923147995583111,Low Risk
58,0,2,1145,1,9,3,3,2,0,75,2,1,6,2,1,3346,11873,4,1,20,4,2,1,9,3,2,1,0,0,0,334.6,2.0,0.0,0.8064962483695006,High Risk
40,0,2,630,2,4,4,2,3,1,67,2,3,7,4,1,10855,8552,7,0,11,3,1,1,15,2,2,12,11,2,11,678.4375,2.5,0.15384615384615385,0.15591480688463571,Low Risk
34,0,1,303,2,2,4,2,3,0,75,3,1,8,3,1,2231,11314,6,0,18,3,4,1,6,3,3,4,3,1,2,318.7142857142857,3.25,0.2,0.2419805438815204,Low Risk
22,0,2,1256,1,19,1,3,3,1,80,3,1,6,4,1,2323,11992,1,0,24,4,1,2,2,6,3,2,2,2,2,774.3333333333334,2.75,0.6666666666666666,0.16691569034589912,Low Risk
27,0,0,691,1,9,3,3,4,1,57,3,1,6,2,0,2024,5970,6,0,18,3,4,1,6,1,1,2,2,2,2,289.14285714285717,3.25,0.6666666666666666,0.289697585101176,Low Risk
28,0,2,440,1,21,3,3,3,1,42,3,1,6,4,1,2713,6672,1,0,11,3,3,1,5,2,1,5,2,0,2,452.1666666666667,3.25,0.0,0.4473690387418195,Medium Risk
57,0,2,334,1,24,2,1,3,1,83,4,3,0,4,0,9439,23402,3,1,16,3,2,1,12,2,1,5,3,1,4,726.0769230769231,3.25,0.16666666666666666,0.28246733219561104,Low Risk
27,0,0,1450,1,3,3,3,3,1,79,2,1,6,3,0,2566,25326,1,1,15,3,4,1,1,2,2,1,1,0,1,1283.0,3.0,0.0,0.7061731561897228,High Risk
50,0,2,1452,1,11,3,1,3,0,53,3,5,3,2,2,19926,17053,3,0,15,3,2,0,21,5,3,5,4,4,4,905.7272727272727,2.5,0.6666666666666666,0.02186265513857689,Low Risk
41,0,2,465,1,14,3,1,1,1,56,3,1,6,3,0,2451,4609,4,0,12,3,1,1,13,2,3,9,8,1,8,175.07142857142858,2.0,0.1,0.22433337730364847,Low Risk
30,0,2,1339,2,5,3,1,2,0,41,3,3,7,4,1,9419,8053,2,0,12,3,3,1,12,2,3,10,9,7,4,724.5384615384615,3.0,0.6363636363636364,0.1443441779593981,Low Risk
38,0,2,702,2,1,4,1,1,0,59,2,2,7,4,2,8686,12930,4,0,22,4,3,0,12,2,4,8,3,0,7,668.1538461538462,2.5,0.0,0.2550473254775406,Low Risk
32,0,2,120,1,6,5,1,3,1,43,3,1,6,3,2,3038,12430,3,0,20,4,1,0,8,2,3,5,4,1,4,337.55555555555554,2.5,0.16666666666666666,0.4140783300227616,Medium Risk
27,0,2,1157,1,17,3,5,3,1,51,3,1,6,2,1,3058,13364,0,1,16,3,4,1,6,3,2,5,2,1,1,436.85714285714283,3.0,0.16666666666666666,0.7663207540004159,High Risk
19,1,1,602,2,1,1,5,3,0,100,1,1,8,1,2,2325,20989,0,0,21,4,1,0,1,5,4,0,0,0,0,1162.5,1.5,0.0,0.868203117382425,High Risk
36,0,1,1480,1,3,2,3,4,1,30,3,1,2,2,2,2088,15062,4,0,12,3,3,0,13,3,2,8,7,7,2,149.14285714285714,3.0,0.7777777777777778,0.5701886493853067,Medium Risk
30,0,0,111,1,9,3,3,3,1,66,3,2,2,1,0,3072,11012,1,0,11,3,3,2,12,4,3,12,9,6,10,236.30769230769232,2.5,0.46153846153846156,0.16367716504455462,Low Risk
45,0,2,1268,2,4,2,1,3,0,30,3,2,7,1,0,5006,6319,4,1,11,3,1,1,9,3,4,5,4,0,3,500.6,2.0,0.0,0.5161756436064702,Medium Risk
56,0,2,713,1,8,3,1,3,0,67,3,1,6,1,0,4257,13939,4,1,18,3,3,1,19,3,3,2,2,2,2,212.85,2.5,0.6666666666666666,0.30624967375087814,Medium Risk
33,0,2,134,1,2,3,1,3,1,90,3,1,6,4,2,2500,10515,0,0,14,3,1,0,4,2,4,3,1,0,2,500.0,2.75,0.0,0.2585021709485007,Low Risk
19,1,2,303,1,2,3,1,2,1,47,2,1,2,4,2,1102,9241,1,0,22,4,3,0,1,3,2,1,0,1,0,551.0,2.75,0.5,0.6615180190270993,High Risk
46,0,2,526,2,1,2,2,2,0,92,3,3,7,1,0,10453,2137,1,0,25,4,3,3,24,2,3,24,13,15,7,418.12,2.25,0.6,0.26227992704153064,Low Risk
38,0,2,1380,1,9,2,1,3,0,75,3,1,2,4,2,2288,6319,1,0,12,3,3,0,2,3,3,2,2,2,1,762.6666666666666,3.25,0.6666666666666666,0.2383048469142686,Low Risk
31,0,2,140,1,12,1,3,3,0,95,3,1,6,4,1,3929,6984,8,1,23,4,3,1,7,0,3,4,2,0,2,491.125,3.25,0.0,0.7456364544704219,High Risk
34,0,2,629,1,27,2,3,4,0,95,3,1,6,2,2,2311,5711,2,0,15,3,4,0,9,3,3,3,2,1,2,231.1,3.25,0.25,0.31040362692532164,Medium Risk
41,1,2,1356,2,20,2,2,2,0,70,3,1,8,2,2,3140,21728,1,1,22,4,4,0,4,5,2,4,3,0,2,628.0,2.75,0.0,0.8037703074060911,High Risk
50,0,2,328,1,1,3,3,3,1,86,2,1,2,3,1,3690,3425,2,0,15,3,4,1,5,2,2,3,2,0,2,615.0,3.0,0.0,0.277057976393066,Low Risk
53,0,2,1084,1,13,2,3,4,0,57,4,2,4,1,0,4450,26250,1,0,11,3,3,2,5,3,3,4,2,1,3,741.6666666666666,3.0,0.2,0.06908592200322092,Low Risk
33,0,2,931,1,14,3,3,4,0,72,3,1,6,2,1,2756,4673,1,0,13,3,4,1,8,5,3,8,7,1,6,306.22222222222223,3.25,0.1111111111111111,0.05247143459263301,Low Risk
40,0,2,989,1,4,1,3,4,0,46,3,5,3,3,1,19033,6499,1,0,14,3,2,1,21,2,3,20,8,9,9,865.1363636363636,3.0,0.42857142857142855,0.03211419127435052,Low Risk
55,0,2,692,1,14,4,3,3,1,61,4,5,5,2,2,18722,13339,8,0,11,3,4,0,36,3,3,24,15,2,15,506.0,3.25,0.08,0.020026777557841026,Low Risk
34,0,1,1069,1,2,1,1,4,1,45,2,2,4,3,1,9547,14074,1,0,17,3,3,0,10,2,2,10,9,1,9,867.9090909090909,3.0,0.09090909090909091,0.03636347371366042,Low Risk
51,0,2,313,1,3,3,3,4,0,98,3,4,0,2,2,13734,7192,3,0,18,3,3,0,21,6,3,7,7,1,0,624.2727272727273,3.0,0.125,0.029536187601591518,Low Risk
52,0,2,699,1,1,4,1,3,1,65,2,5,3,3,1,19999,5678,0,0,14,3,1,1,34,5,3,33,18,11,9,571.4,2.25,0.3235294117647059,0.040726344255310014,Low Risk
27,0,2,894,1,9,3,3,4,0,99,3,1,6,2,2,2279,11781,1,0,16,3,4,0,7,2,2,7,7,0,3,284.875,3.25,0.0,0.17381059781244698,Low Risk
35,1,2,556,1,23,2,1,2,1,50,2,2,4,3,1,5916,15497,3,1,13,3,1,0,8,1,3,1,0,0,1,657.3333333333334,2.0,0.0,0.9218889706349908,High Risk
43,0,0,1344,1,7,3,3,4,1,37,4,1,6,4,0,2089,5228,4,0,14,3,4,3,7,3,4,5,4,2,2,261.125,4.0,0.3333333333333333,0.01901337459611491,Low Risk
45,0,0,1195,1,2,2,3,1,1,65,2,4,3,4,1,16792,20462,9,0,23,4,4,1,22,1,3,20,8,11,8,730.0869565217391,2.75,0.5238095238095238,0.386823160127171,Medium Risk
37,0,2,290,1,21,3,1,2,1,65,4,1,6,1,1,3564,22977,1,1,12,3,1,1,8,3,2,8,7,1,7,396.0,2.0,0.1111111111111111,0.7373119834948295,High Risk
35,0,1,138,1,2,3,3,2,0,37,3,2,2,2,2,4425,15986,5,0,11,3,4,0,10,5,3,6,2,1,2,402.27272727272725,2.75,0.14285714285714285,0.5287375024671753,Medium Risk
42,0,0,926,1,21,2,3,3,0,36,3,2,4,3,0,5265,16439,2,0,16,3,2,1,11,5,3,5,3,0,2,438.75,2.75,0.0,0.06781946097595125,Low Risk
38,0,2,1261,1,2,4,1,4,1,88,3,2,4,3,1,6553,7259,9,0,14,3,2,0,14,3,3,1,0,0,0,436.8666666666667,3.0,0.0,0.20464508802337533,Low Risk
38,0,2,1084,1,29,3,5,4,1,54,3,2,4,4,1,6261,4185,3,0,18,3,1,1,9,3,1,7,7,1,7,626.1,3.0,0.125,0.14301745957524642,Low Risk
27,0,1,472,1,1,1,5,3,1,60,2,2,4,1,1,4298,9679,5,0,19,3,3,1,6,1,3,2,2,2,0,614.0,2.25,0.6666666666666666,0.6601395443249746,High Risk
49,0,0,1002,1,18,4,1,4,1,92,3,2,4,4,0,6804,23793,1,1,15,3,1,2,7,0,3,7,7,1,7,850.5,3.0,0.125,0.1369106910817285,Low Risk
34,0,1,878,1,10,4,3,4,1,43,3,1,6,3,0,3815,5972,1,1,17,3,4,1,5,4,4,5,3,2,0,635.8333333333334,3.5,0.3333333333333333,0.29219985514721064,Low Risk
40,0,2,905,1,19,2,3,3,1,99,3,2,2,4,1,2741,16523,8,1,15,3,3,1,15,2,4,7,2,3,7,171.3125,3.25,0.375,0.6979628424166522,High Risk
38,1,2,1180,1,29,1,3,2,1,70,3,2,0,1,1,6673,11354,7,1,19,3,2,0,17,2,3,1,0,0,0,370.72222222222223,2.0,0.0,0.930407171974745,High Risk
29,1,2,121,2,27,3,2,2,0,35,3,3,7,4,1,7639,24525,1,0,22,4,4,3,10,3,2,10,4,1,9,694.4545454545455,3.25,0.09090909090909091,0.13033933439902173,Low Risk
22,0,2,1136,1,5,3,1,4,1,60,4,1,6,2,0,2328,12392,1,1,16,3,1,1,4,2,2,4,2,2,2,465.6,2.75,0.4,0.4808992775349136,Medium Risk
36,0,1,635,1,18,1,3,2,0,73,3,1,2,4,2,2153,7703,1,0,13,3,1,0,8,2,3,8,1,1,7,239.22222222222223,2.5,0.1111111111111111,0.4643812745309203,Medium Risk
40,0,0,1151,1,9,5,1,4,1,63,2,2,0,4,1,4876,14242,9,0,14,3,4,1,5,5,1,3,2,0,2,812.6666666666666,3.5,0.0,0.2999346604737966,Low Risk
46,0,2,644,1,1,4,3,4,1,97,3,3,0,1,0,9396,12368,7,0,16,3,3,1,17,3,3,4,2,0,3,522.0,2.75,0.0,0.09136139175413784,Low Risk
32,1,2,1045,2,4,4,3,4,1,32,1,3,7,4,1,10400,25812,1,0,11,3,3,0,14,2,2,14,8,9,8,693.3333333333334,3.0,0.6,0.40010996411556865,Medium Risk
30,0,0,829,1,1,1,1,3,1,88,2,3,4,3,2,8474,20925,1,0,22,4,3,0,12,2,3,11,8,5,8,651.8461538461538,2.75,0.4166666666666667,0.13740188290880243,Low Risk
27,0,1,1242,2,20,3,1,4,0,90,3,2,7,3,2,9981,12916,1,0,14,3,4,0,7,2,3,7,7,0,7,1247.625,3.5,0.0,0.08811613375119756,Low Risk
51,0,2,1469,1,8,4,1,2,1,81,2,3,5,2,1,12490,15736,5,0,16,3,4,2,16,5,1,10,9,4,7,734.7058823529412,2.5,0.36363636363636365,0.07117105449654876,Low Risk
30,1,2,1005,1,3,3,5,4,0,88,3,1,6,1,2,2657,8556,5,1,11,3,3,0,8,5,3,5,2,0,4,295.22222222222223,2.75,0.0,0.753041210484575,High Risk
41,0,2,896,2,6,3,1,4,0,75,3,3,3,4,2,13591,14674,3,1,18,3,3,0,16,3,3,1,0,0,0,799.4705882352941,3.5,0.0,0.22819384017587713,Low Risk
30,1,1,334,2,26,4,2,3,0,52,2,2,7,1,2,6696,22967,5,0,15,3,3,0,9,5,2,6,3,0,1,669.6,2.25,0.0,0.8330926712701854,High Risk
29,1,2,992,1,1,3,5,3,1,85,3,1,6,3,2,2058,19757,0,0,14,3,4,0,7,1,2,6,2,1,5,257.25,3.25,0.14285714285714285,0.33169664279055416,Medium Risk
45,0,0,1052,2,6,3,3,4,0,57,2,3,7,4,2,8865,16840,6,0,12,3,4,0,23,2,3,19,7,12,8,369.375,3.5,0.6,0.556863469444272,Medium Risk
54,0,2,1147,2,3,3,2,4,0,52,3,2,7,1,1,5940,17011,2,0,14,3,4,1,16,4,3,6,2,0,5,349.4117647058824,3.0,0.0,0.06150672303663992,Low Risk
36,0,2,1396,1,5,2,1,4,1,62,3,2,2,2,2,5914,9945,8,0,16,3,4,0,16,3,4,13,11,3,7,347.88235294117646,3.25,0.21428571428571427,0.13974577280009393,Low Risk
33,0,2,147,1,4,4,3,3,0,47,2,1,6,2,1,2622,13248,6,0,21,4,4,0,7,3,3,3,2,1,1,327.75,2.75,0.25,0.4898454953174362,Medium Risk
37,0,1,663,1,11,3,4,2,1,47,3,3,5,4,0,12185,10056,1,1,14,3,3,3,10,1,3,10,8,0,7,1107.7272727272727,3.0,0.0,0.12595537061821038,Low Risk
38,0,2,119,2,3,3,1,1,1,76,3,3,7,3,0,10609,9647,0,0,12,3,3,2,17,6,2,16,10,5,13,589.3888888888889,2.5,0.29411764705882354,0.03971400105940752,Low Risk
31,0,0,979,1,1,4,3,3,1,90,1,2,4,3,1,4345,4381,0,0,12,3,4,1,6,2,3,5,4,1,4,620.7142857142857,2.75,0.16666666666666666,0.19871899582115726,Low Risk
59,0,2,142,1,3,3,1,3,1,70,2,1,6,4,1,2177,8456,3,0,17,3,1,1,7,6,3,1,0,0,0,272.125,2.5,0.0,0.14743718927322402,Low Risk
37,0,1,319,2,4,4,2,1,1,41,3,1,8,4,0,2793,2539,4,0,17,3,3,1,13,2,3,9,8,5,8,199.5,2.75,0.5,0.2053570968182727,Low Risk
29,0,1,1413,2,1,1,3,2,0,42,3,3,7,4,1,7918,6599,1,0,14,3,4,1,11,5,3,11,10,4,1,659.8333333333334,3.25,0.3333333333333333,0.07124550136207436,Low Risk
35,0,1,944,2,1,3,2,3,0,92,3,3,7,3,2,8789,9096,1,0,14,3,1,0,10,3,4,10,7,0,8,799.0,2.5,0.0,0.07160584822297869,Low Risk
29,1,2,896,1,18,1,3,3,1,86,2,1,6,4,2,2389,14961,1,1,13,3,3,0,4,3,2,4,3,0,1,477.8,3.0,0.0,0.8522607813209992,High Risk
52,0,2,1323,1,2,3,1,3,0,89,2,1,2,4,2,3212,3300,7,0,15,3,2,0,6,3,2,2,2,2,2,458.85714285714283,2.75,0.6666666666666666,0.356162155322919,Medium Risk
42,0,2,532,1,4,2,5,3,1,58,3,5,3,4,1,19232,4933,1,0,11,3,4,0,22,3,3,22,17,11,15,836.1739130434783,3.5,0.4782608695652174,0.013290916256358882,Low Risk
59,0,2,818,0,6,2,3,2,1,52,3,1,1,3,1,2267,25657,8,0,17,3,4,0,7,2,2,2,2,2,2,283.375,3.0,0.6666666666666666,0.3409108564529149,Medium Risk
50,0,2,854,2,1,4,3,4,0,68,3,5,3,4,0,19517,24118,3,0,11,3,3,1,32,3,2,7,0,0,6,591.4242424242424,3.5,0.0,0.006343214925785507,Low Risk
33,1,2,813,1,14,3,3,3,1,58,3,1,2,4,1,2436,22149,5,1,13,3,3,1,8,2,1,5,4,0,4,270.6666666666667,3.25,0.0,0.751190129726779,High Risk
43,0,2,1034,2,16,3,2,4,0,80,3,4,3,4,1,16064,7744,5,1,22,4,3,1,22,3,3,17,13,1,9,698.4347826086956,3.5,0.05555555555555555,0.053680686557922755,Low Risk
33,1,2,465,1,2,2,1,1,0,39,3,1,2,1,1,2707,21509,7,0,20,4,1,0,13,3,4,9,7,1,7,193.35714285714286,1.5,0.1,0.5131256317180497,Medium Risk
52,0,0,771,2,2,4,1,1,1,79,2,5,3,3,2,19068,21030,1,1,18,3,4,0,33,2,4,33,7,15,12,560.8235294117648,2.5,0.4411764705882353,0.8670536559831441,High Risk
32,0,2,1401,2,4,2,1,3,0,56,3,1,8,2,1,3931,20990,2,0,11,3,1,1,6,5,3,4,3,1,2,561.5714285714286,2.25,0.2,0.2572276469859753,Low Risk
32,1,2,515,1,1,3,1,4,1,62,2,1,2,3,2,3730,9571,0,1,14,3,4,0,4,2,1,3,2,1,2,746.0,3.25,0.25,0.7806012968802153,High Risk
39,0,2,1431,1,1,4,3,3,0,96,3,1,2,3,0,2232,15417,7,0,14,3,3,3,7,1,3,3,2,1,2,279.0,3.0,0.25,0.13633080098514064,Low Risk
32,0,0,976,2,26,4,2,3,1,100,3,2,7,4,1,4465,12069,0,0,18,3,1,0,4,2,3,3,2,2,2,893.0,2.75,0.5,0.3907681322559695,Medium Risk
41,0,2,1411,1,19,2,1,3,1,36,3,2,6,1,0,3072,19877,2,0,16,3,1,2,17,2,2,1,0,0,0,170.66666666666666,2.0,0.0,0.2568947677664135,Low Risk
40,0,2,1300,1,24,2,5,1,1,62,3,2,6,4,0,3319,24447,1,0,17,3,1,2,9,3,3,9,8,4,7,331.9,2.25,0.4,0.16076502906917395,Low Risk
45,0,2,252,1,1,3,4,3,1,70,4,5,3,4,1,19202,15970,0,0,11,3,3,1,25,2,3,24,0,1,7,738.5384615384615,3.5,0.04,0.04224124423509343,Low Risk
31,0,1,1327,1,3,4,3,2,1,73,3,3,5,3,0,13675,13523,9,0,12,3,1,1,9,3,3,2,2,2,2,1367.5,2.25,0.6666666666666666,0.24201746319616413,Low Risk
33,0,2,832,1,5,4,1,3,0,63,2,1,6,4,1,2911,14776,1,0,13,3,3,1,2,2,2,2,2,0,2,970.3333333333334,3.0,0.0,0.23763304611473568,Low Risk
34,0,2,470,1,2,4,1,4,1,84,2,2,4,1,1,5957,23687,6,0,13,3,2,1,13,3,3,11,9,5,9,425.5,2.25,0.4166666666666667,0.3042715357536456,Medium Risk
37,0,2,1017,1,1,2,3,3,0,83,2,1,6,1,1,3920,18697,2,0,14,3,1,1,17,2,2,3,1,0,2,217.77777777777777,1.75,0.0,0.3792721453120402,Medium Risk
45,0,1,1199,1,7,4,1,1,1,77,4,2,4,3,1,6434,5118,4,0,17,3,4,1,9,1,3,3,2,0,2,643.4,3.0,0.0,0.12480113299098194,Low Risk
37,1,1,504,1,10,3,3,1,1,61,3,3,4,3,0,10048,22573,6,0,11,3,2,2,17,5,3,1,0,0,0,558.2222222222222,2.25,0.0,0.20329380678050601,Low Risk
39,0,1,505,1,2,4,5,3,0,64,3,3,0,3,2,10938,6420,0,0,25,4,4,0,20,1,3,19,6,11,8,520.8571428571429,3.25,0.55,0.3042050083080581,Medium Risk
29,0,2,665,1,15,3,1,3,1,60,3,1,6,4,2,2340,22673,1,0,19,3,1,0,6,1,3,6,5,1,5,334.2857142857143,2.75,0.14285714285714285,0.2644837504088698,Low Risk
42,0,2,916,1,17,2,1,4,0,82,4,2,6,1,2,6545,23016,3,1,13,3,3,0,10,1,3,3,2,0,2,595.0,3.0,0.0,0.5780665349598015,Medium Risk
29,0,2,1247,2,20,2,2,4,1,45,3,2,7,4,0,6931,10732,2,0,14,3,4,1,10,2,3,3,2,0,2,630.0909090909091,3.75,0.0,0.07705166032115414,Low Risk
25,0,2,685,1,1,3,1,1,0,62,3,2,4,3,1,4898,7505,0,0,12,3,4,2,5,3,3,4,2,1,2,816.3333333333334,2.75,0.2,0.17306813263086382,Low Risk
42,0,2,269,1,2,3,3,4,0,56,2,1,2,1,0,2593,8007,0,1,11,3,3,1,10,4,3,9,6,7,8,235.72727272727272,2.5,0.7,0.5195591349413174,Medium Risk
40,0,2,1416,1,2,2,3,1,1,49,3,5,5,3,0,19436,5949,0,0,19,3,4,1,22,5,3,21,7,3,9,845.0434782608696,2.75,0.13636363636363635,0.00830100660489772,Low Risk
51,0,2,833,1,1,3,1,3,1,96,3,1,6,4,1,2723,23231,1,0,11,3,2,0,1,0,2,1,0,0,0,1361.5,3.0,0.0,0.4762441765271522,Medium Risk
31,1,1,307,1,29,2,3,3,1,71,2,1,2,2,2,3479,11652,0,0,11,3,2,0,6,2,4,5,4,1,4,497.0,2.25,0.16666666666666666,0.7121467255452633,High Risk
32,0,1,1311,1,7,3,1,2,1,100,4,1,2,2,1,2794,26062,1,0,20,4,3,0,5,3,1,5,1,0,3,465.6666666666667,2.75,0.0,0.3248378314115377,Medium Risk
38,0,0,1327,2,2,2,1,4,1,39,2,2,7,4,1,5249,19682,3,0,18,3,4,1,13,0,3,8,7,7,5,374.92857142857144,3.5,0.7777777777777778,0.13762970010124095,Low Risk
32,0,2,128,1,2,1,5,4,1,84,2,2,2,1,2,2176,19737,4,0,13,3,4,0,9,5,3,6,2,0,4,217.6,2.75,0.0,0.5625744340990364,Medium Risk
46,0,2,488,2,2,3,5,3,0,75,1,4,3,2,1,16872,14977,3,1,12,3,2,1,28,2,2,7,7,7,7,581.7931034482758,2.0,0.875,0.5692126623108577,Medium Risk
28,1,2,529,1,2,4,1,1,1,79,3,1,2,3,2,3485,14935,2,0,11,3,3,0,5,5,1,0,0,0,0,580.8333333333334,2.5,0.0,0.6493671903377497,High Risk
29,0,2,1210,2,2,3,3,1,1,78,2,2,7,2,1,6644,3687,2,0,19,3,2,2,10,2,3,0,0,0,0,604.0,1.75,0.0,0.48077145957896916,Medium Risk
31,0,2,1463,1,23,3,3,2,1,64,2,2,0,4,1,5582,14408,0,0,21,4,2,1,10,2,3,9,0,7,8,507.45454545454544,2.5,0.7,0.5430289891773414,Medium Risk
25,0,0,675,1,5,2,1,2,1,85,4,2,0,1,0,4000,18384,1,0,12,3,4,2,6,2,3,6,3,1,5,571.4285714285714,2.75,0.14285714285714285,0.1456973094286867,Low Risk
45,0,2,1385,1,20,2,3,3,1,79,3,4,0,4,1,13496,7501,0,1,14,3,2,0,21,2,3,20,7,4,10,613.4545454545455,3.0,0.19047619047619047,0.27942789196807183,Low Risk
36,0,2,1403,1,6,3,1,4,1,47,3,1,2,4,1,3210,20251,0,0,11,3,3,1,16,4,3,15,13,10,11,188.8235294117647,3.5,0.625,0.04974243225163068,Low Risk
55,0,2,452,1,1,3,3,4,1,81,3,5,3,1,2,19045,18938,0,1,14,3,3,0,37,2,3,36,10,4,13,501.1842105263158,2.75,0.10810810810810811,0.3101096349467747,Medium Risk
47,1,0,666,1,29,4,1,1,1,88,3,3,3,2,1,11849,10268,1,1,12,3,4,1,10,2,2,10,7,9,9,1077.1818181818182,2.5,0.8181818181818182,0.7697309947527837,High Risk
28,0,2,1158,1,9,3,3,4,1,94,3,1,6,4,1,2070,2613,1,0,23,4,4,1,5,3,2,5,2,0,4,345.0,3.75,0.0,0.06730975243129117,Low Risk
37,0,2,228,2,6,4,3,3,1,98,3,2,7,4,1,6502,22825,4,0,14,3,2,1,7,5,4,5,4,0,1,812.75,3.0,0.0,0.2127440438610482,Low Risk
21,0,2,996,1,3,2,3,4,1,100,2,1,6,3,2,3230,10531,1,0,17,3,1,0,3,4,4,3,2,1,0,807.5,2.5,0.25,0.409865152603802,Medium Risk
37,0,0,728,1,1,4,3,1,0,80,3,3,5,4,0,13603,11677,2,1,18,3,1,2,15,2,3,5,2,0,2,850.1875,2.25,0.0,0.1488432214973477,Low Risk
35,0,2,1315,1,22,3,1,2,0,71,4,3,3,2,0,11996,19100,7,0,18,3,2,1,10,6,2,7,7,6,2,1090.5454545454545,2.5,0.75,0.15128620786238958,Low Risk
38,0,2,322,2,7,2,3,1,0,44,4,2,7,1,0,5605,19191,1,1,24,4,3,1,8,3,3,8,0,7,7,622.7777777777778,2.25,0.7777777777777778,0.7991032696996548,High Risk
26,0,1,1479,1,1,3,1,3,0,84,3,2,4,2,0,6397,26767,1,0,20,4,1,1,6,6,1,6,5,1,4,913.8571428571429,2.25,0.14285714285714285,0.06900083619725013,Low Risk
50,0,2,797,1,4,1,1,1,1,96,3,5,5,2,0,19144,15815,3,0,14,3,1,2,28,4,2,10,4,1,6,660.1379310344828,1.75,0.09090909090909091,0.020065905802421544,Low Risk
53,0,2,1070,1,3,4,3,3,1,45,3,4,5,3,1,17584,21016,3,1,16,3,4,3,21,5,2,5,3,1,3,799.2727272727273,3.25,0.16666666666666666,0.04217078178426352,Low Risk
42,0,2,635,2,1,1,1,2,1,99,3,2,7,3,1,4907,24532,1,0,25,4,3,0,20,3,3,20,16,11,6,233.66666666666666,2.75,0.5238095238095238,0.2807269641487973,Low Risk
